molecule,temperature,sim_liq_density,sim_vap_density,sim_Pvap,sim_Hvap,sim_surf_tens,sim_diff_coeff,sim_Tc,sim_rhoc,ref_name,short_name
DMSO,380.0,,,0.07643,,,,,,Vahid & Maginn,VE
DMSO,309.0,1035.0,,,,,,,,Vahid & Maginn,VE
DMSO,314.0,1030.0,,,,,,,,Vahid & Maginn,VE
DMSO,319.0,1024.0,,,,,,,,Vahid & Maginn,VE
DMSO,327.0,1019.0,,,,,,,,Vahid & Maginn,VE
DMSO,339.0,1001.0,,,,,,,,Vahid & Maginn,VE
DEC,298.15,969.85,,,396.0044019,26.1,,,,Garcia-Melgarejo et. al.,GM
DEC,298.0,,,,,,2.34e-09,,,Luo et. al.,Luo
EG,378.15,1060.2376393192724,,,,41.1185,,,,Wang et. al.,NW
EG,383.15,1055.1823899834596,,,,42.270900000000005,,,,Wang et. al.,NW
EG,393.15,1045.2100508917526,,,,38.70830000000001,,,,Wang et. al.,NW
EG,403.15,1034.9104622311231,,,,38.02165,,,,Wang et. al.,NW
EG,413.15,1024.5489216910892,,,,37.79905,,,,Wang et. al.,NW
Gly,293.15,1266.3270804959266,,,,63.5765,,,,Wang et. al.,NW
Gly,303.15,1256.7284364574482,,,,62.9675,,,,Wang et. al.,NW
Gly,313.15,1247.3125521275863,,,,61.6895,,,,Wang et. al.,NW
Gly,323.15,1237.8342151420682,,,,59.069500000000005,,,,Wang et. al.,NW
Gly,333.15,1228.1676644771778,,,,58.48650000000001,,,,Wang et. al.,NW
MeOH,200.0,891.4687356746755,,,,31.2534,,,,Wang et. al.,NW
MeOH,250.0,840.7886758626628,,,,26.195350000000005,,,,Wang et. al.,NW
MeOH,300.0,790.8177445086419,,,,20.67885,,,,Wang et. al.,NW
MeOH,350.0,742.1262208983594,,,,15.55195,,,,Wang et. al.,NW
MeOH,400.0,690.8340180773394,,,,11.664,,,,Wang et. al.,NW
DMSO,313.15,1075.998842259971,,,,41.9262,,,,Wang et. al.,NW
DMSO,318.15,1070.015551152586,,,,40.93965,,,,Wang et. al.,NW
DMSO,323.15,1064.3898878924992,,,,39.06655000000001,,,,Wang et. al.,NW
DMSO,328.15,1058.9876052020595,,,,40.04555,,,,Wang et. al.,NW
DMSO,333.15,1053.565151966557,,,,39.6902,,,,Wang et. al.,NW
DEC,273.18,995.8999359728764,,,,29.0025,,,,Wang et. al.,NW
DEC,293.16,971.1057507416956,,,,25.7854,,,,Wang et. al.,NW
DEC,313.19,947.032058929358,,,,23.7611,,,,Wang et. al.,NW
DEC,333.18,920.9102072305844,,,,22.192,,,,Wang et. al.,NW
DEC,353.19,895.5883353445731,,,,18.65695,,,,Wang et. al.,NW
DMF,308.15,936.6614713001518,,,,33.85965,,,,Wang et. al.,NW
DMF,313.15,931.4142781364015,,,,33.728,,,,Wang et. al.,NW
DMF,318.15,925.7960182138082,,,,33.1019,,,,Wang et. al.,NW
DMF,323.15,920.364082394386,,,,32.49405,,,,Wang et. al.,NW
DMF,328.15,915.2397120009418,,,,32.20745,,,,Wang et. al.,NW
