,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
419,0.9272695114635768,0.2636448595066017,0.43722270830257276,0.23083486577190185,0.3608800833706903,0.3161432031410132,0.9374565861298501,0.7652644185875133,0.88744986598048,0.06604141747159213,0.5176535996949562,0.4263978314477999,0.9325666456907039,0.6323922294143395
20250,0.7991457535535773,0.6898538159921548,0.14486081475744694,0.012264389267641729,0.17001423835014898,0.9102276057995916,0.8717130590490346,0.023144728435182296,0.6152471086356281,0.946882964465246,0.7086677607246681,0.5701189376411006,0.6905741539307573,0.047405625879761604
23468,0.7616264926655706,0.8621139041670494,0.6486952570007212,0.4436259049411494,0.9591052483428717,0.9989216846352184,0.5394442687508951,0.41268251434646236,0.9479755026123126,0.9290473073219045,0.6167607299670796,0.14483820253750787,0.9834502560899834,0.04561235986830008
17177,0.9444675947853508,0.07204184517893387,0.005996743054411792,0.769306189469764,0.24155770478810606,0.49858962700995424,0.39382716562934855,0.9254402932878556,0.9702581436463978,0.4889621436588718,0.01559756208147973,0.044102815152975164,0.04553286639342107,0.8815520190796597
17507,0.8075535689475638,0.6942407796236815,0.5477969854419232,0.432837268511933,0.8290829455698165,0.6472752341978217,0.4124047751507457,0.3056016818767504,0.20996191398350045,0.2387832756440946,0.878696161245371,0.383218382830395,0.9320974151128021,0.28241236960586774
3055,0.7963353250915455,0.7276651470453105,0.005309181542460344,0.16579206823311285,0.9144823138394986,0.23574124618168033,0.9225486909633188,0.8189495171011918,0.9551262929445551,0.673284538912827,0.6306650492218546,0.5616702076052679,0.11199920539978978,0.9931653112793769
22947,0.946562515872892,0.35228888382895335,0.07641513280676218,0.22592463682223995,0.03568809959781214,0.36275585145414363,0.8611463830942996,0.5542919955541229,0.32046460666452264,0.0033547827982955635,0.9580303743797413,0.8456006901612512,0.6666278198360909,0.8690819830682871
10206,0.9238889175095534,0.6573882738050546,0.8404180524175611,0.00854063440958004,0.9071871324937194,0.7910098310020377,0.18658132204972733,0.6606608940560408,0.9280283719370986,0.4091767865975587,0.07998479662560129,0.6327708263790272,0.45875059824173975,0.49705328571494667
8406,0.5395215761357315,0.5827127527927195,0.48849864481702093,0.7343235905847304,0.19272477931266538,0.3719937355345248,0.8059615163586297,0.9475019499866447,0.15901477190519075,0.9672185437175687,0.8191628932391063,0.47267093980246766,0.021161803860921674,0.9953893803833109
14559,0.3703945308371676,0.05821059755149187,0.2983172580835939,0.4682565292374907,0.16675546465294191,0.784813568419566,0.9713068986758393,0.6858528189001375,0.7570497468303897,0.10551160266439823,0.6137216898141011,0.9556447092736708,0.6563129232293348,0.12429622318667932
