,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
52137,0.4915302175319209,0.8178242715009472,0.01995479286980281,0.27886931949365934,0.3869595524919857,0.12693952684586338,0.7338627299020875,0.4396705841563552,0.18828338879352322,0.8213658850296514,0.8408641697555352,0.7007723597686543,0.20066959148112054,0.1782308288142902,0.4844626142819487,0.6645261567914981
15190,0.24953953558639844,0.78846638386564,0.19954534528236942,0.619543600315276,0.4184679695182592,0.14413525311639744,0.7390346879866857,0.45426439236010946,0.9690416587976174,0.11754744085625436,0.5445053804895251,0.13851003932183914,0.5138911603765577,0.1379127760094984,0.09621681371557796,0.1357964979636752
43112,0.9440486054993559,0.9174154854295106,0.18849888733388748,0.08339705688178217,0.4688161312513993,0.055196303858814535,0.4842947053143798,0.7281757047123657,0.5946147901645598,0.37923626776627084,0.3786971115619782,0.23362087385303607,0.2511387160140687,0.5101766738263008,0.8612732532518464,0.8775450911250084
80765,0.8781882518581429,0.013212798253232091,0.21173630929381365,0.8187480047892104,0.013938865643891591,0.5097697171795937,0.42780541875435246,0.6391651344827831,0.03563744443823377,0.8714440378315577,0.4653574816829052,0.8511262010851687,0.11507865503758166,0.3029964538723693,0.08063500384068388,0.00044190055676683436
101293,0.09533618615715368,0.8626021287578016,0.23981464575362724,0.39686415302091654,0.26219818810371803,0.08750424808585217,0.6109610219617834,0.6192904961456736,0.02760051305440189,0.2722478176043255,0.2710403343435846,0.8875506678346401,0.6430504353225689,0.24281111077106132,0.9820369809258098,0.32634071494060635
13380,0.7947497739963814,0.6953795998063927,0.06745535837110289,0.4905117715145916,0.6170776393379293,0.03512910521226429,0.6539824487985065,0.40652924866112616,0.6673381405024585,0.332718234102948,0.5535371801986557,0.7428460081128769,0.4971608689654091,0.008833810518159364,0.29895525977100096,0.815529727558447
9193,0.7496373072854853,0.876542582348004,0.21109425738186594,0.20440326801758568,0.371239774123626,0.21353727631532576,0.6050917683465102,0.7117456006215189,0.9284286190922711,0.8080191469862537,0.08324500154640996,0.20730930088609006,0.37563832650030926,0.4828748109706266,0.6753850782066625,0.42134900573702333
84155,0.7013209008509044,0.908593229745646,0.10608327457707692,0.028590945261894547,0.5328218902779733,0.3229937322017946,0.675841182969807,0.560099638142791,0.7809969986839426,0.5255417013047693,0.3392352530274279,0.6858540494695889,0.19695694114563156,0.44010958483308044,0.35582553437302117,0.6037416878212654
13033,0.17509166839863854,0.6015680265238329,0.2538607219240216,0.24904132226197845,0.3804967259000003,0.06929192843772085,0.6046022452596884,0.724630745986267,0.6486518622613082,0.04780878611947912,0.21915162313111541,0.5187690761802634,0.19326102017742935,0.4560504228126907,0.2586616322661606,0.42255377083639045
92278,0.878867742784717,0.8276685791473756,0.4883561792976968,0.3212827383179271,0.22248718586281327,0.2703993831905901,0.5357482928355062,0.5103803726290183,0.8780980361409014,0.5833840512980571,0.5029115715145291,0.846762243193841,0.6133610445632668,0.5676504472222393,0.326333910641091,0.4719536085918718
25068,0.4097434556146235,0.433059857986472,0.16136524815579026,0.46275954268969455,0.2823628399680343,0.032774615755822696,0.7435036173144995,0.4342786304672995,0.4953053270288312,0.3672039013520277,0.21412089756637007,0.08825654292299383,0.04710421079736434,0.34690137557585826,0.945441218306891,0.40454012235237186
9784,0.8967277441880936,0.6241727105616729,0.4115232211746699,0.16438101101950797,0.5003145440058862,0.4425260725218082,0.5025474607737976,0.5880449432890663,0.7046044855027551,0.21616310515620074,0.2627501188551314,0.6230272787148413,0.459661064119987,0.17277408636785183,0.3045041869201282,0.16609479188373613
25179,0.6428903482975439,0.7178929315712006,0.3603955758006451,0.33172810597661406,0.33607183931305085,0.09255598707488992,0.5491533298278559,0.6604755637761992,0.520965132428375,0.9121762939061383,0.5389237310761944,0.19425117303071845,0.4824480870264441,0.5271515342160289,0.7072223729123781,0.297631941551149
1730,0.4777405781022473,0.9418267515920841,0.11913128989769745,0.22167441432290202,0.08405087015974519,0.5283571132395156,0.6831887408880037,0.5704231191738524,0.52323173196869,0.8292953036577947,0.7215662211624033,0.8961660885776228,0.1721007326251009,0.5947796021117946,0.5224628894182604,0.22501454381598157
69090,0.774783887974381,0.8241086780938878,0.4845048312873163,0.039826565443102147,0.46984241933423293,0.5434561474058694,0.4998538576554869,0.686176682272116,0.7794117349655632,0.9303790733249997,0.8929991128552288,0.8879033089534976,0.20904158640592635,0.4597551129792863,0.03344905302654791,0.005027995069331354
97250,0.689360248799687,0.9442911966756439,0.14228629487365088,0.5270518851173921,0.22663210726533914,0.04475772023457716,0.5041069024850257,0.8183598182168371,0.5805860336827664,0.4232317402090597,0.21554231357700612,0.5331792161089982,0.11336730426982654,0.605092344533695,0.9190917988631536,0.8828410604024082
75382,0.85767867569771,0.44507539306241656,0.3731435474983585,0.05715537418648312,0.30460049940366923,0.5147965665025901,0.4967479353576659,0.7267737913373749,0.9119498514675709,0.8701636358185083,0.8214072764997735,0.6596030841490341,0.24606841441132932,0.34698130612199274,0.20724043112281987,0.5110518828603512
29330,0.6875643885591292,0.05591073894323256,0.30990667681765877,0.6426672211726299,0.47722015734421186,0.25301527770557486,0.40087444656131554,0.8386298111284224,0.903755955075819,0.31385338394681556,0.9110001772788675,0.8416711619739535,0.1866395086037674,0.04456211547708823,0.24701498639288363,0.947400179881753
