,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_O1,sigma_N1,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_N1
0,0.17687452266697665,0.8405139309951521,0.351121571548774,0.5388739640500471,0.18849916857544385,0.43563223277301866,0.6849736734771722,0.4658938579080862,0.9610146528562398,0.2526603252357814,0.8284848378659035,0.25360787193949613
1,0.17372565206172935,0.06277461847058677,0.35747725870521024,0.7622325132396276,0.16502249858282803,0.6860366904039313,0.13688910385279418,0.5600551992615906,0.8789234565088221,0.5141989398307107,0.14193730197863486,0.8547802899601931
2,0.8848215986061321,0.19242555589864313,0.5326689698733735,0.4904141611340357,0.946853868727545,0.6524294117670024,0.41251563282303244,0.29876242538986336,0.5749410298722875,0.3340379892800735,0.1565398393955908,0.893996966380065
3,0.04315231844698896,0.3249813287897396,0.005849761350991272,0.8142276945946928,0.8986620034771811,0.06559833923009585,0.1974510459506579,0.15576424876817063,0.9668014141652874,0.7712911452631908,0.6995425219746848,0.9622942808931175
4,0.5974611388184983,0.8906433031165356,0.7081936797049292,0.19700907966396394,0.3997037417882725,0.2930618409944464,0.578384818268709,0.16924900135464774,0.5859183094809046,0.5981027691422485,0.9851062605779438,0.08705004153494694
5,0.20697471873085074,0.8818100170960583,0.03661774878093606,0.8092460599041581,0.772798432664059,0.9038021801908523,0.1729875085094801,0.26951647953034125,0.07516085974475589,0.2939249798132206,0.28164117418694357,0.9284978995926046
6,0.6306296148692525,0.2766889263083077,0.8293419209209584,0.3407746283956272,0.3902752591442751,0.18048041605902035,0.24715140426070362,0.26427270023119537,0.6040376825251583,0.7453604715762774,0.7322383675616636,0.3590972375077554
7,0.9055797155290176,0.016792141473887596,0.632151528627631,0.5331185608193504,0.14794522358921436,0.34880255393659076,0.9898097135665438,0.18061890595945365,0.5426613489159295,0.21726182400393132,0.8783891834510988,0.5912433754007254
8,0.9948740156459912,0.8281390736371741,0.4548482485280795,0.3243855394889749,0.43516425882301313,0.5967111963498074,0.9978588987680526,0.052381299460447596,0.25563595395717614,0.06327894666501986,0.17704854508855142,0.7465815781333024
9,0.5232229311148824,0.41740450756752007,0.6661737630836073,0.01045410343004725,0.13424468860961591,0.4803329030384629,0.3699741056709228,0.01123511248201123,0.7759473658484137,0.18931617974228707,0.6829054817454341,0.5309237186100247
10,0.45492864405157696,0.7968576902606685,0.6710348817095099,0.17743498208588895,0.7813707528972444,0.7388678825865143,0.04400739426003663,0.7981843652472483,0.8041029698621642,0.27826969280443764,0.39525937969294594,0.9871333364119443
11,0.4982996596628958,0.853642376900956,0.6502398025464623,0.9627776089517645,0.21509802624559704,0.6074223866544686,0.3473941693548689,0.38551729738142,0.4162861629089248,0.04209673568073589,0.2528667524808187,0.24560906070290858
