,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
51369,0.94087619586542,0.8160129579550169,0.21587281900829305,0.10506538293850982,0.3445780374712051,0.05172303379809009,0.3273757742878471,0.7920737989071457,0.5886932505890018,0.023363581013292084,0.2612409123268146,0.5257453514866023,0.6440646931871733,0.48665714697352913,0.8516645873444697,0.06740856403500055
86589,0.3365897468486951,0.7700325636312255,0.04000204247266041,0.4987526946607866,0.5405089389085779,0.07748285057330496,0.7465950348893211,0.48692466549717006,0.9359062408931862,0.43908387514530156,0.933510892565413,0.5875276058008373,0.13017805759195492,0.5737298363052857,0.9480651925238297,0.40537944176797536
46932,0.36438670394265543,0.306630925197775,0.043521664211604146,0.19027344683289113,0.1277747743139253,0.9028715709548178,0.6757586724337946,0.5869490808383367,0.7283120174154286,0.35835428056940616,0.5297400714896354,0.23094921550041625,0.059239726223455226,0.7499168980246765,0.8536973794224029,0.9995824087526637
38818,0.24154730232760796,0.10859951831390495,0.047470345803675894,0.2002188030249715,0.8848688679954625,0.7341035685889893,0.5686516440756433,0.7668654516000689,0.13727136105171742,0.47586943157578615,0.4609343960986649,0.44057260464589193,0.1348504763509306,0.3790670319445873,0.6738332963103782,0.05170010655799456
98244,0.04121855952228551,0.3789299874215874,0.1157907359535354,0.8877241947014446,0.6144066160369976,0.3003485625701255,0.5303246308606812,0.8107853810252842,0.9428084602550124,0.29615367227823064,0.7832049781866235,0.3486294891266551,0.6928413010771377,0.346027542070558,0.20552613246126983,0.8579725172728936
15950,0.11143206787081358,0.36282642727862596,0.09774025202905724,0.036875015308146235,0.06314325901409273,0.731118805353227,0.5592657165343891,0.8952876171163069,0.7583632250937611,0.7148772516877955,0.32547541475505304,0.13695101636524454,0.24834333051876892,0.8571438874994728,0.5732052260217376,0.4891007193680793
119349,0.47986747412752984,0.9909955456604445,0.10943841839520732,0.7380644657185652,0.5886931239193783,0.06510001706014354,0.5994917467196826,0.7665236311779071,0.7283733410576311,0.10422301397317767,0.03692647780114777,0.3967392756598155,0.1815290604062139,0.011347399943238978,0.12104644286778929,0.029082167596759932
35742,0.4074251596886584,0.286558811651487,0.03607488295102354,0.913361230966895,0.05498272839066175,0.5475203731710905,0.685650119196144,0.5576734264074933,0.5439141310675616,0.8384244142966892,0.03268376659613842,0.6225692026250137,0.5030920776515067,0.08586184287612064,0.7048882574411887,0.5105636914018425
107588,0.13411884991402825,0.48481573359978064,0.16402210402618678,0.5070061902789674,0.21077242133573426,0.39049771820926027,0.5275882207399428,0.9488484529454673,0.8257152298856998,0.34447047421142457,0.14415080386919119,0.6646443932707834,0.0507676236324615,0.2609817570990748,0.39871719061241373,0.10321589197742047
102682,0.34114210398425976,0.8340747731709599,0.27517590894917526,0.1456484772615901,0.33044900028158847,0.2916113040681543,0.5839968082235054,0.7255968657369605,0.18772602518345682,0.6201087130097792,0.2745541168455997,0.7863046819986762,0.41965585248377096,0.5442834810118311,0.2585808749433516,0.8840776062654403
77052,0.36473882718506545,0.8267893229673684,0.07515986101818964,0.20923213946024438,0.25882884361245584,0.7380653671933283,0.6421154388619221,0.6772237128089242,0.7152325353092874,0.9640432895260916,0.32238828886066684,0.7194410928957765,0.3767717536860411,0.7967170109282106,0.9634217786376339,0.30109260800760573
38665,0.5316519052206371,0.7963369699308528,0.03444497462659176,0.01621909135468579,0.4278954070578844,0.5346916808742236,0.7383771724854717,0.4757539359975227,0.34101738582965174,0.5608701820210309,0.8090503435130457,0.8592372572519119,0.28296260565829834,0.11207849301289119,0.5165558727480629,0.43971641819977497
115194,0.11052617722049264,0.010051161178693238,0.05905524182616881,0.5373155067366482,0.8498672764685998,0.25174186420874345,0.561457065598401,0.7346268836337775,0.21006308636483068,0.5579205325777303,0.8028666463135672,0.41040064609981375,0.0034413151762462384,0.8062728390241023,0.5714571452914416,0.5737207817167416
1039,0.24245470008656944,0.20687871993105342,0.06431949100325902,0.9532775632566023,0.6367537460157471,0.6254317539856586,0.34992010491658165,0.9724034881488951,0.721785336635923,0.5359485188948037,0.29606792148082445,0.8421526218652118,0.9201899328395,0.20459286363508544,0.9046616086179953,0.9677489255660514
28967,0.45108978629113683,0.9578106722516508,0.28394823837494476,0.324613170639229,0.45868919895571236,0.4705201042133045,0.34608278529431197,0.9689190606004027,0.9700558782990296,0.17247709671732728,0.23836071662940914,0.7067086460631672,0.30771940913464524,0.8219314707246552,0.6850033246863992,0.17450340946736573
49955,0.586895882480582,0.36339621154057344,0.028650970257542614,0.3679513759127859,0.17947713764260614,0.2493523797511199,0.7639046146042235,0.4454752121274182,0.44933335117375495,0.4123251524488611,0.1601329586935621,0.14900302589115097,0.33940611795592673,0.26021408061919826,0.7486459893104468,0.7476553033816237
60100,0.47948075017725533,0.6874174121654381,0.12564989512215843,0.39335218164540336,0.43445074538599737,0.028218112464123146,0.5591256063309749,0.7720449663155697,0.2607306281698422,0.29903878046795246,0.9566594930651214,0.5177677414428834,0.7619870444668245,0.14478273700030292,0.7719807103580569,0.5277715466948367
108729,0.8401245558786655,0.6614706917494908,0.16654849002558061,0.3660710257437854,0.0354606667936277,0.0192019271566954,0.31910957617483254,0.917972691911005,0.5008584061068421,0.679427968055167,0.5687736310182789,0.589356639802468,0.5687926543803107,0.4266186642620878,0.7230655131126604,0.22702223467937513
76549,0.21678230030476683,0.39352734835623865,0.1399365484959312,0.05827394725864681,0.09844552559440051,0.805244345606766,0.5427320443139869,0.8602692255433935,0.12628372073904245,0.4278366324546076,0.15103407970231847,0.37136047749017753,0.09588192873711962,0.49629240226510885,0.6247920661294989,0.2890720674636309
