,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
107259,0.5036034132729477,0.018858826677109725,0.9735636562494905,0.18436758749680893,0.8601971662578738,0.8299001234568972,0.31513500813414586,0.543933538684429,0.23680066828647447,0.7166504889890409,0.333792987939633,0.9813912802089321,0.5976065515137617,0.09487423873020653
133737,0.9797613721251868,0.09312901012491151,0.03562989894203357,0.4209312943150381,0.2669029941280504,0.5114844257730532,0.098373215238928,0.7054068383669345,0.5065653094362361,0.32195941873797845,0.5751630748458265,0.9202116914848925,0.1749713588659849,0.012801436160700792
103531,0.11978636825389143,0.7227788682496253,0.6938318113092101,0.41880637954059297,0.9829675719033611,0.469703584133814,0.5151285283442762,0.06681124414508112,0.8020704173434536,0.9915163888117426,0.21965441873596575,0.33520364202063657,0.8146018830555867,0.5897548036166681
75827,0.6388981993542161,0.17703486586355985,0.9870228222343859,0.4489346812075727,0.843861692952163,0.5231682344154629,0.23191943358855166,0.39706389396905367,0.8949015523616665,0.9326162181759642,0.2930848484283097,0.36269284609700614,0.7225604607341362,0.8193337056710823
112580,0.3403504930782711,0.15312859106563023,0.8957647153822337,0.3143716813217014,0.7225336620203202,0.7135863439601222,0.4418415797045426,0.23920213856213035,0.667230396897894,0.532411689105064,0.6576749787000055,0.918832223924752,0.6966894905013965,0.450761872878608
36860,0.5280885927593919,0.041458394766860474,0.41366521764012554,0.792161651644341,0.13091735241671326,0.9478939804700334,0.22191709403147447,0.9687662648980467,0.28306906854047537,0.16515380097942628,0.0008122588902493786,0.3192302293487581,0.9347880668104835,0.47991513202477926
81944,0.8858243240415681,0.3076515031542598,0.019399269867776226,0.5967704915762047,0.6490374107060383,0.4928202936903419,0.3051110074779587,0.9400158994113009,0.8998821987347747,0.05227110296321673,0.3137071539023854,0.968430495285984,0.13592631308144623,0.08386579141985756
124031,0.12148211047354104,0.08822249871611905,0.9573058494210845,0.3128406914578088,0.7744112004710016,0.7304174196969218,0.3146676298192375,0.15297910531745887,0.9921792607370188,0.7191535414679195,0.3854835819472258,0.9511142083500852,0.7010948613643067,0.9675875120353848
70638,0.8986596395871587,0.3796485265617854,0.16559074197303456,0.8132360155676694,0.3320656411235208,0.21994371280959976,0.08925566405395358,0.9599148151851671,0.24633583184808963,0.08528190783798532,0.21047737458536764,0.7698782392272204,0.410873016317305,0.09361418947190261
69476,0.3984480420752865,0.11234349069811651,0.880151797794714,0.4147659551736674,0.8538615840012288,0.49360534922493954,0.5409142753297655,0.5406384435964333,0.7843567971773021,0.8230623997055652,0.488029644398302,0.0038111098914646044,0.7541185854816751,0.7225019321622623
70938,0.8929830847553009,0.08355972659257983,0.14757196389532234,0.4700946352034728,0.6092682907168202,0.3643435112417553,0.14449934755140223,0.8358165882717284,0.8388931759676829,0.2658092627655285,0.3296694552473212,0.8989806223727903,0.3916700792891745,0.6588150864553128
61410,0.42597502174833457,0.2441190164381706,0.7369418718310425,0.47515070190044706,0.5993098639839535,0.8776907024331547,0.009932081824700742,0.5322816013915654,0.34481209095099663,0.18848061169402688,0.8188192373005838,0.6256939055603697,0.7086646060188576,0.08057650244676788
