,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
81985,0.8500858513153184,0.5080721791103453,0.9918177708654717,0.11612154882184722,0.4779206622631381,0.9706103421499287,0.009069540343548782,0.031553064089631926,0.6519457488740934,0.05326119163908513,0.5164913200198301,0.989865349076327,0.2195281218260425,0.09596274313409801
82682,0.6549027883427182,0.052340889023486804,0.6592597206826409,0.6406086803414955,0.1715790579515127,0.9310277183667345,0.14007469053552518,0.7195795021130909,0.13458203480542488,0.0026275353055871084,0.5053966817049959,0.698791418865772,0.3232821242437981,0.0069988108228893646
13567,0.5583687055458267,0.8429109183049059,0.11933476556170777,0.4718014827697732,0.9623252213385813,0.16600905270968536,0.5728306652549522,0.5253157600369666,0.2923404802627061,0.9451805358782304,0.9256667796007932,0.10075343397064833,0.3329580809598089,0.9140091067978776
22635,0.35289848396335954,0.14649297086678487,0.7731957803329936,0.3477707501946657,0.669799907626222,0.8412041273066189,0.5761284933903977,0.8215476163149789,0.21287991685250576,0.08810664468409302,0.6286890029360509,0.48237564706487013,0.5717791065477643,0.01204357331546036
18678,0.43426831709255864,0.8424962875959341,0.20302518790307844,0.4355496075993503,0.7266974241688287,0.2465677516569187,0.7909425175021401,0.050793690489069676,0.64113945306628,0.8023578791820206,0.12756940152800414,0.43789938525716465,0.53750085363877,0.989693897345611
70854,0.8858243240415681,0.3076515031542598,0.019399269867776226,0.5967704915762047,0.6490374107060383,0.4928202936903419,0.3051110074779587,0.9400158994113009,0.8998821987347747,0.05227110296321673,0.3137071539023854,0.968430495285984,0.13592631308144623,0.08386579141985756
88068,0.7931720283404569,0.7719091265776423,0.28493687510604093,0.3080929653058342,0.6283360546468701,0.7965534059988992,0.27731301008004433,0.1554164494063575,0.748766673130604,0.04583873110160188,0.11859979272880795,0.968682059203929,0.10944752556711487,0.2920490169204507
71436,0.6422291586564968,0.6896069902242875,0.0261958181941615,0.6251672815427193,0.877832319499627,0.032307656136024786,0.2599495138987322,0.8713765397608528,0.7722198582894004,0.24177194369035407,0.5412801572471656,0.02148008103522748,0.15875403630557566,0.08172394706822403
42889,0.6290116769236181,0.6426638267493642,0.3612185374288824,0.20733462176499465,0.7860656587354918,0.9593720170018214,0.3617978735875346,0.04021412625569198,0.7766684633685395,0.07230248339204182,0.27904727409460894,0.8966750163579007,0.15876187461412863,0.16869842347448596
33710,0.6698752257027505,0.4932235169100101,0.47544716583713625,0.7740835152844586,0.6376588512973485,0.48181081606837756,0.026507355255280148,0.6840827523617069,0.2971382609946023,0.33528429351604966,0.31598544245183585,0.13110403365317458,0.9053280005312158,0.26933628586767655
93084,0.13283798725424956,0.865297884176095,0.4866401305515828,0.14417979615502177,0.9790853680228051,0.19493192836081083,0.8155558236411954,0.15517472554371398,0.3898598177760828,0.8267309207732555,0.3681781122718113,0.42334658292575983,0.5513826861648979,0.9962536473793576
17130,0.4210193385643667,0.16701193655785407,0.33080857399549557,0.7693339560147365,0.13863634252321116,0.7741003312517488,0.5653251162006584,0.6335496542514452,0.2749428591982592,0.3544685679314023,0.3586081876010597,0.2537525941112949,0.8413217897011757,0.9499589964448145
