,sigma_C1,sigma_H1,sigma_O1,sigma_S1,epsilon_C1,epsilon_H1,epsilon_O1,epsilon_S1
37973,0.4636078843129068,0.3186768046161282,0.7564960811529117,0.940582942152869,0.17093844420385473,0.11392826889328349,0.049068276824315804,0.639350946084291
11383,0.03971951682861151,0.2930333585068897,0.7308384833108286,0.6594162230000256,0.030416371564302134,0.14015803529063348,0.35879617663123065,0.415184541992841
25970,0.7540975482855123,0.20740207477962266,0.6775181191841412,0.9927571504983206,0.47954011084015735,0.9172288803556262,0.10789543760142993,0.5107735254308227
31181,0.8718879264647587,0.041642096038430464,0.7008613454452637,0.8087649147233114,0.9246633536421806,0.37087495244177576,0.008619355249562166,0.4378683502563872
25063,0.1658486422906152,0.329711014696369,0.6476808889186627,0.03751356083171663,0.1361279384474977,0.6082426115110469,0.8821389860495242,0.24166879105233377
36347,0.8344827613486483,0.5228201381072987,0.4180534429895814,0.012656033791498808,0.45070573994691543,0.9873438668608817,0.5915730492507726,0.2059492959734524
6557,0.26005813635140773,0.566156963811119,0.5943943777803259,0.691512813198037,0.9318408432498225,0.9451752802041781,0.5191239049688937,0.11202942287662426
20045,0.11575117029242347,0.5529711515781548,0.46419582549802046,0.051192990993574966,0.9881500586854414,0.8108719661955948,0.4427932183986671,0.9483304376659878
21009,0.19084638822549893,0.1825757351172179,0.8228974304600525,0.9907412660926572,0.17818183218495956,0.9972355881248315,0.3296574002448356,0.25934483127337027
20510,0.08213106700084284,0.6050666436513968,0.4047270719940688,0.8998008090732368,0.9301734505595584,0.9972693040232492,0.8318389400784244,0.7544278625819641
8362,0.8954314347125389,0.20409187656770073,0.506143413998365,0.0029815223275159123,0.38298682745914386,0.8917775223389949,0.0009655752323145201,0.4589803499538358
32662,0.776881104226793,0.45073784342472645,0.4806198077413599,0.760372636930803,0.2514131680975557,0.18048596651897952,0.603962562688339,0.9215927644206622
16819,0.3205698025023121,0.6159623153639863,0.585636039117285,0.17681307448988143,0.8423861615410471,0.09196972317640971,0.3388714418718855,0.7201531084063475
6176,0.19232338536567306,0.5862183695758075,0.16466977668954644,0.8897867530256907,0.5642485039123829,0.7763315220103949,0.5115909291041824,0.5257964111456442
16425,0.05346844717000341,0.270058632022139,0.7736750705547205,0.9546205217851887,0.010934983899100902,0.5179612691653223,0.7984794205296851,0.8756623377083007
10416,0.8794653661885229,0.859086523798983,0.022607717868817944,0.19918310816412133,0.8268400936140221,0.9501509398691633,0.7256292378526091,0.8611699541994804
20125,0.07335132117818033,0.12150229188513746,0.9848671485479958,0.8172551860654881,0.09193823759165734,0.33133337652793016,0.26582898686530665,0.9565935658129993
36948,0.41606124730883765,0.8785400988017267,0.06036304973565036,0.5111292059610344,0.9266940310401646,0.06904062781388814,0.9268816060366654,0.7642967769762082
23488,0.7708481489651412,0.5396981485482502,0.02528259516079323,0.9683649033527186,0.7127418606060599,0.024278660915861137,0.9584595426248298,0.3151243838868186
15286,0.8859859524957318,0.2910586096547408,0.5385867369520329,0.7394114427813152,0.8509017230912632,0.06012823594721152,0.6436440937627979,0.06143019689805134
36578,0.8230918496077759,0.6275195885296226,0.028038818054455798,0.34477794664119304,0.20485930555336407,0.8379599806270365,0.6924981583175901,0.03819891394752044
22749,0.14815783075391226,0.45489359980391136,0.6539518060091792,0.3266461165134563,0.663319530651584,0.15397524423575615,0.42052773305468644,0.19887796580376227
29544,0.6530218956284161,0.5746224873080401,0.6743154907152209,0.06642917110516938,0.8193448612055636,0.33215819672012786,0.07632728746353071,0.3898432051212169
16855,0.7234939113681892,0.030256973343821505,0.7964629945863093,0.7047974257652293,0.04460407016680704,0.04649452629211687,0.19184403112272622,0.9572422123157517
18002,0.9697663181823798,0.6807096638832788,0.022758294422910844,0.6314707362860075,0.7931411168036996,0.6218316933737875,0.3548295948836338,0.7162360475097096
15089,0.8669639773450644,0.3510199187146399,0.6587904570917286,0.6355147258004604,0.9199963576337359,0.5099785242522993,0.9806411140586025,0.38896821459421
35883,0.2533199268893552,0.6190867212328878,0.5446960769753909,0.41012558077065703,0.5320108773700172,0.6523514591836851,0.949405524182251,0.7823399378460986
17706,0.6472606451529807,0.017900959668526218,0.7256808205920859,0.9811066544141297,0.558741185380226,0.03804732194858967,0.900416292845324,9.398945604015629e-05
15680,0.4152807324365702,0.5310333821658743,0.3165916502752478,0.5545172295704455,0.06240024822882997,0.047685801095952274,0.4628781017158717,0.004366007701306721
14767,0.7401544280838087,0.4032309143952845,0.5082455231056145,0.18098221633944186,0.03328226011067563,0.5823636057818787,0.8668272537403667,0.6527842976536812
10023,0.2913225997610664,0.5590131649263482,0.3390517437855857,0.7819436123922785,0.0020268876450494507,0.8544067371883992,0.8395260858914971,0.9644378917886592
9154,0.06521839107679807,0.49664484498234346,0.38059950408171717,0.972032508938485,0.3165072923498298,0.12674575508601826,0.3780511064006616,0.9731471955850459
