,sigma_C1,sigma_C2,sigma_H1,sigma_H2,sigma_H3,sigma_H4,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_H1,epsilon_H2,epsilon_H3,epsilon_H4,epsilon_O1,epsilon_O2
114610,0.29751688884422656,0.5643658135088181,0.022566825885974567,0.0045901970936109305,0.02307363362717769,0.05894028932128653,0.7301821723388682,0.5323919989425175,0.14374996117448108,0.7229513556742112,0.586078364551153,0.9321440974174955,0.6195654203862623,0.01411341224722006,0.627453447042049,0.6839448584890309
87335,0.42061704633847624,0.9988473977903708,0.1350767087682384,0.11718887576440985,0.09031074138715216,0.2482047053676033,0.5957290821865436,0.8492486376688604,0.8739614321809426,0.526164248855722,0.8570165926051003,0.03376435031856985,0.1793353153163268,0.14604793404621208,0.1587890227462411,0.9344627378685997
5787,0.10993536391022066,0.5780145579142295,0.08003656958706949,0.1962403608900924,0.39592934989141354,0.23985503416645554,0.6551326833757702,0.7018898344494707,0.8537992128166676,0.6082834369577129,0.27470193538299137,0.3434064648400181,0.6326897951515623,0.023484845872070257,0.444976612451882,0.8011776674657126
84776,0.28944231284506877,0.6016353326558525,0.03078990272812294,0.8247514305116036,0.3701570598741107,0.05337389595120965,0.6072568425034187,0.7805134448727648,0.8132979410551091,0.7944259429160847,0.039032247104959034,0.1467831661586686,0.3916954446325372,0.4359565056141213,0.509530603357735,0.5667275071971818
13087,0.10920350384414433,0.2726908820828186,0.12973869734215454,0.7402771814128125,0.1963693906375362,0.000364675864954567,0.5406179606494342,0.797702258042684,0.32220970010233024,0.8307614866663388,0.44818738650818746,0.5565274985929506,0.39069688605433067,0.5923405357793792,0.8549226508968991,0.7034145348790198
25841,0.42707464658429173,0.38597221243463037,0.08967966109745046,0.21921005759650958,0.16381017921438562,0.522726671084273,0.6612435748687853,0.6550803952389062,0.6927969707969606,0.4695471670218167,0.9608926633867902,0.24348153472510667,0.2105669499217194,0.4522876377613839,0.1313470069872719,0.041238384029986065
39132,0.1258509439696444,0.370653965572045,0.03229695977629078,0.0562718368021932,0.27547585542188163,0.045160752902688915,0.7701351032087399,0.5070567098338971,0.6261481252525001,0.6722682661161615,0.9502467867709372,0.10537465546731842,0.45134715106677487,0.2906185174289966,0.09838875546930127,0.986001845285444
54708,0.2222537318817254,0.3909665626275208,0.08120438393911174,0.6752423301719865,0.3159089103120968,0.4622448082176063,0.6618886007605965,0.5678347723545356,0.02676530642304161,0.9314705409465703,0.0008733907315718721,0.8255808159571043,0.1568593098145986,0.50680336060662,0.05158364395338795,0.7566732370033035
58044,0.7308596896485088,0.16346360446507513,0.32010880937330627,0.5822122551461126,0.17244575149974148,0.041041102961140344,0.6165824824671247,0.5348396256884008,0.10091894556737929,0.45305737832583526,0.008809593421738815,0.10334377965132126,0.36782829034159864,0.09615826534639804,0.5326709681655297,0.17801817607169923
99431,0.21294908176029467,0.8744262725332765,0.04233791948714683,0.9226217436205413,0.23622564535314544,0.1817613459921915,0.7444029123382202,0.4728832847948651,0.7358822190257193,0.5579962473730304,0.876932723213677,0.7054558939837724,0.012889074543270004,0.26984910045849264,0.05520884473906196,0.22584947326430158
2666,0.0005980696390847074,0.17439972697126543,0.37270703581751663,0.38999539545776396,0.6013725555951379,0.024457899272154988,0.5453037270808342,0.7610396121471704,0.8521589417051781,0.9308396617444538,0.1283997474764244,0.7046100259898267,0.12325458538205328,0.4222300104933288,0.8525958797953789,0.08115694469968823
31780,0.6183182069429651,0.4266757239586195,0.11977002461797219,0.14248170409075692,0.3061985663188823,0.4282253167552756,0.6371125913110376,0.5663535768422726,0.186271384634328,0.0030899543266395403,0.9761330522151898,0.9809493136147096,0.09903251914565324,0.38391210341639637,0.6508357313339027,0.29154579699307837
55593,0.3754367299073198,0.14375817030792543,0.34356188932609383,0.9288981291065177,0.08379383681838755,0.06426340662393142,0.6395092765693174,0.5382020372311953,0.9085619699060267,0.3880136404370737,0.3068997135064175,0.1112942992479336,0.3166652777836998,0.3860051614602197,0.27982146496183374,0.4677391417688598
81520,0.12625919432598412,0.3197250859383869,0.46492183391767855,0.4320735412093827,0.41706767287382296,0.04030662722373816,0.6095846500396606,0.5524178305552908,0.5732954171468171,0.1134175563647484,0.4968523068312613,0.8449823629060895,0.17065808945046,0.19106898475833803,0.25492448322019734,0.36243907565763367
102867,0.539816327709124,0.9837973333555211,0.034067473106336905,0.5629734548076583,0.12171386632499771,0.4119410592076159,0.5591366729749383,0.8431107984110203,0.9749413261791388,0.047637387146073094,0.8468681193498769,0.34484398420782014,0.08876057393809327,0.03569583272330098,0.8799362675024204,0.5437138167918522
20874,0.8225510710598034,0.7597094969512392,0.6071055121973064,0.47071597010044147,0.15160569321173495,0.1707751527839537,0.302041111975336,0.6611902782606173,0.9968320872256914,0.4809162510218434,0.9939383322623916,0.7592768218550483,0.013473392917212853,0.23657027801554534,0.2803785514447772,0.16203700106455607
86909,0.04941013518536243,0.7012941625040748,0.4429411110542991,0.8462490377703067,0.0757491852703799,0.14288309544899785,0.6145192721501833,0.5643017871430855,0.9536169314824815,0.5598400973212704,0.7597278877615963,0.021963802582769566,0.34960788431005757,0.14438530338199754,0.42702026356310563,0.7911809774861679
23282,0.21709029791390752,0.7899009236130822,0.18616790537300296,0.05885691108737601,0.33822771397838186,0.470518352559223,0.5802953835532852,0.7762594570011271,0.39421568632272713,0.9159168910003956,0.9252486474765268,0.589139356330715,0.34690349924853375,0.22366765998615049,0.6661844633218101,0.2907350318335695
60993,0.59703541492642,0.17768965173566714,0.3726458055786367,0.1287490272510286,0.3461142652019521,0.2333309646857018,0.6277623365956457,0.5637016698769567,0.009342890679916206,0.6771616549106751,0.5400702979777933,0.27972835182605604,0.028573915332872287,0.2628356500326469,0.8410551885052168,0.24686537947130352
98466,0.276136480710228,0.5258907620476792,0.18925046171725557,0.7903568887252455,0.1252432144598804,0.6478024736312338,0.5885741727168179,0.6441334493690737,0.08539230786841868,0.692557588619669,0.37250101756647036,0.6803352712624643,0.2753033168169345,0.06352794770688272,0.24048025189517724,0.3529002192467677
4785,0.0323774546683336,0.1980290646521364,0.2834613814371647,0.11521030182981332,0.315419033394297,0.3074898748723293,0.7005310737464179,0.5415167974503203,0.8147486713968786,0.47487980872565283,0.16469205159769645,0.5205722520382061,0.3963328384675607,0.23486243852842478,0.0262643876139724,0.5165148097455002
94894,0.11560235977723432,0.5112580309989505,0.1370437800433465,0.9098881777824179,0.2939341553968936,0.45556640452197256,0.5534874950814045,0.7454484816914886,0.6601915283256042,0.649374550521007,0.639908479731263,0.057429691106838494,0.6283455292124192,0.14940535999641694,0.8889096993418686,0.4841385029576308
59947,0.12011586228464302,0.12044297202367471,0.23428013778556234,0.03188348534924004,0.1283234682646022,0.7063056079049399,0.6354850531425896,0.6946195296439944,0.9406970658397461,0.8681764030239346,0.09054026683800852,0.49509058990597776,0.1857825266114381,0.36586505574666617,0.8547204702149145,0.7962226693948389
65122,0.13250205830907807,0.45572256803625144,0.0956805522484714,0.25019862141271487,0.20302254706592113,0.40239904001022575,0.6794379876802945,0.6213831497497228,0.6907340868259825,0.25492096234886863,0.4821408338768245,0.1954578266140113,0.141652372676678,0.5220798492359691,0.6490437813283552,0.8042139604822863
15494,0.206652809686104,0.7215479412176378,0.21824559378539804,0.4660307222318169,0.16643708886926709,0.6479366204367716,0.5819087244541331,0.7149261418437173,0.38949009022052733,0.9709972491767672,0.4800644677673268,0.3891127664834557,0.1977291922171903,0.3668491016756793,0.6414802767183524,0.10983790116464424
44120,0.23229001708923291,0.07847412658952777,0.0018034721593150366,0.42582727140578924,0.12961413645362038,0.522515522759193,0.6547280198816712,0.6960290639637471,0.4509798648517371,0.8593945240509623,0.9702191232336285,0.37929080071707827,0.47595300886203007,0.09835493638931525,0.36159105411469833,0.9192728274088967
105902,0.08464395220889263,0.16177786708835373,0.515777431427579,0.0447666046281238,0.014846620008556178,0.3605619645290176,0.6471606190189028,0.5250954790485405,0.8135455119448551,0.40841124377829735,0.9712086458669438,0.7952866629790625,0.07697037410448536,0.11180615340925563,0.22703802859651015,0.06868236501556875
76649,0.854320675324189,0.7241842325884161,0.3602193531915149,0.8765781441187908,0.030038747200701002,0.04629315938106935,0.2637280773079667,0.8008103714346898,0.7935903210610155,0.3518142295858692,0.06958538808786753,0.6865112500185446,0.2540582815097996,0.08124754157958032,0.9388986973702165,0.8967032946789929
88978,0.027225401865996705,0.16779833937842878,0.23108307332249164,0.5898066419731521,0.5190152358455,0.14705692189570663,0.5573094544814134,0.7616240926388311,0.8524926485421774,0.7971808809561377,0.3171006364225342,0.7626176265128317,0.5985548326905828,0.04505251573262118,0.25696206492802837,0.7133071382483929
35159,0.6091890107087579,0.23834556361609968,0.12149367228824333,0.5328475484813471,0.4165393794461669,0.05580285810216754,0.6108289920395411,0.5932487412447462,0.19876995530978,0.5297117255422249,0.45095812242519856,0.29254285889726006,0.10629388751525534,0.5746720139780854,0.14175948818053696,0.7877590880185859
61226,0.38916102438721345,0.7003463233306066,0.3721647880674857,0.08352717530273317,0.4084437797367353,0.07550325395475802,0.5715404549927735,0.7321924427491148,0.8496135971089109,0.6579967059346554,0.24375887483836767,0.9167728235326124,0.3416843028426589,0.4165127579720488,0.985621241229882,0.2695186142410547
89090,0.2725823239462196,0.6662163284042412,0.07092789330155919,0.7475929953638422,0.5737985934849071,0.5228297824370649,0.6093214063682347,0.6334326579892756,0.6079206671191563,0.4716450000836326,0.20101554484887516,0.09949214913326516,0.008781400345324203,0.4651914044796064,0.6052748839328805,0.9459595971439236
108334,0.6569614656752336,0.39387115801906386,0.28752495033260633,0.3028760017667246,0.16954378752365018,0.2754798148894118,0.6311450245415059,0.6274574887350928,0.9655601606078721,0.8581910287801984,0.48451468556526767,0.32124100590791266,0.371267751785147,0.3727156715963649,0.4778538759697612,0.813851697099605
