,sigma_C1,sigma_C2,sigma_C3,sigma_H1,sigma_H2,sigma_O1,sigma_O2,epsilon_C1,epsilon_C2,epsilon_C3,epsilon_H1,epsilon_H2,epsilon_O1,epsilon_O2
7167,0.7474281143159378,0.770675149351029,0.49366915619476526,0.9381647319466437,0.014815874560328228,0.6017024872756909,0.9943252714320601,0.9830342860251235,0.8240279120352638,0.9875473663111152,0.9830304291657067,0.37510894263685196,0.4802954906554329,0.5195765124503868
21675,0.969437133405536,0.34535468002880865,0.9972556280432819,0.7034337837976191,0.018002240039972126,0.7444427349436641,0.20236365338219575,0.6598690669829216,0.2384306570218514,0.3841577763369682,0.31231587829040236,0.9313048421761175,0.2578515608169904,0.014456969454673516
2497,0.1080254964417272,0.6585041713034567,0.787419144089208,0.4511082097855678,0.7689125040510133,0.8566625490443192,0.7211565876645879,0.19939096082180785,0.9567886134825404,0.32380092214901807,0.19301706780045105,0.28461957083493916,0.3983719875301576,0.14107085204050315
16468,0.4473543584695804,0.9599735608184197,0.949834690168295,0.23019671373356065,0.7258786770104466,0.7821095588159869,0.9223126972092366,0.6452244778882207,0.09914797190641864,0.42489785330645363,0.9947159591932019,0.6884186819380371,0.8155289088505209,0.9135996973100176
21500,0.25302878056920663,0.9227911192960566,0.7396439710188863,0.5936352652009811,0.6509509257615678,0.7030448978877233,0.0008642725544820243,0.16276111079224279,0.5075564036454494,0.2315351345855486,0.10564309350201445,0.07204813824861367,0.938301923841074,0.38792443815253763
16304,0.9061002769778959,0.6315783038324584,0.813419315114571,0.03752840881466997,0.6313607589947151,0.5124899221637634,0.9336535835706167,0.33845133080069717,0.3697601720724907,0.9922535413958802,0.7056598787957513,0.5519187079092561,0.5099146593317505,0.9368838844141442
16362,0.7578329506071552,0.3669655140612401,0.44809754527213347,0.832594656185334,0.1551892405235955,0.7780368467665363,0.7727828562286537,0.7263481228923251,0.9552015174742925,0.6630699765192904,0.6538883010682542,0.7109308200894501,0.16017589759896012,0.0007517024075339756
7250,0.46902765091057114,0.9237369872619635,0.07717916124656017,0.5835121358609755,0.19967080419355035,0.9910812676593269,0.687758790946857,0.5159682052824489,0.7696643980058157,0.44400995643547536,0.4222241256661919,0.0074943731243617825,0.8748951254921888,0.15534641932202983
25822,0.8983559213750465,0.4403339152533626,0.8049772370951228,0.09040953774934572,0.6208337305863518,0.08033563250713337,0.7156307213202716,0.3067837301707503,0.5970377859165215,0.006331803037488789,0.7168246172878919,0.12428483384241873,0.8482943668314031,0.12420426745025662
1616,0.594740527233836,0.9919813609256052,0.216155944505242,0.8144375633675959,0.9911630655344275,0.6268159916443697,0.017172805160392563,0.5112193630056466,0.9420467182588625,0.2552965901102432,0.5477839070667757,0.9033898556781943,0.32431375549414465,0.48711267808777686
30352,0.6606505221321103,0.7309108443776692,0.12680913000382726,0.33782676578929005,0.33564313184762873,0.18939251053080006,0.8779860320731125,0.9774511408282415,0.0057801955640989534,0.042830145920820566,0.42113371431341334,0.8029264669487345,0.17649345034225145,0.7155159306754335
27905,0.17299426478881094,0.06353648147777616,0.6981117977517893,0.7613714964333163,0.012950971428206157,0.8404205374590141,0.7906049525636727,0.9879216747222697,0.7196812594014038,0.3545615498921274,0.2529478758745324,0.508519336541551,0.7720648521345888,0.8136048079184577
20238,0.5851505815010392,0.5215914368921972,0.8244853845039268,0.4119743561261062,0.42644116065075616,0.996967703616046,0.7369130120663441,0.2595691996643544,0.8236938804407257,0.7820292930250078,0.011924301323919691,0.06516910268052152,0.0006835020148949467,0.6624323177124289
3326,0.7111669252085895,0.7255371342582301,0.6349015320154107,0.837518847026474,0.04347404065880678,0.029709440037566873,0.6848867461992348,0.8836806749372819,0.07188311574223114,0.7052343571815791,0.9473336216291389,0.5240833294130576,0.23337541824683009,0.05770379081214228
20330,0.0028430445845370645,0.9302944863140632,0.5995349779927225,0.6069325787834304,0.22887200611642539,0.3532205387099553,0.8766110352812607,0.8498025560955721,0.7049058654502085,0.44195537897630166,0.8869401696968892,0.7697811095850999,0.25524954403336697,0.17237198506483892
24541,0.9445922322728256,0.09120234818197143,0.11122428730219444,0.7708313526436926,0.5931608589599996,0.3191081152255276,0.3322444502424751,0.9462606635341181,0.9056995952641032,0.9060780792197665,0.33749712169343093,0.3630471057204639,0.18616594442378664,0.9299963618434465
1447,0.8626605218894219,0.7864502167086596,0.05211981361534698,0.7376144772563689,0.061971748863586994,0.9942839780173718,0.3249705927535977,0.9018722915968934,0.01175992054645859,0.9964170438415841,0.43783562796458525,0.27499103032512295,0.4923232076410792,0.10605628410563525
23695,0.8735088399178436,0.5103494720432096,0.896108748316108,0.8762578023809164,0.26644717537520607,0.9991272258609666,0.12402669033816238,0.9855137914506565,0.9795428881382935,0.9490126447376036,0.5582623012462157,0.1751622235884662,0.055291205463894544,0.2444469495666921
19085,0.6961500833858242,0.643901047391042,0.7200854310156084,0.2039175595142167,0.9648998338981876,0.12835830872156614,0.8904133793585428,0.08774672813865408,0.9654926732203828,0.30087993087033466,0.7838723787020542,0.5103943479898791,0.39714163787755696,0.45879844858683994
29442,0.080467295712684,0.8176345721706002,0.8305059754069489,0.05767507156531766,0.8556749671642044,0.08334740184450509,0.9460990887418727,0.03154560926084403,0.5901851129040361,0.3475825101689849,0.02033783598922407,0.42006052860569154,0.9351251514684414,0.2241049255221185
1462,0.21348143418645876,0.6920265509877063,0.998038669308142,0.9912209231058038,0.12847094803417,0.9838987871734097,0.0037435207920980007,0.8268576611872024,0.5940670318923961,0.7958536127401308,0.8887659236014144,0.7932826432845737,0.6797792956179274,0.5050922790061563
15944,0.37268274197478635,0.5986106951107137,0.2727243544188425,0.5733208056550504,0.45986332847997086,0.9322972981217977,0.6152934088689637,0.11293658587366949,0.9798304152875249,0.0556574227922892,0.9471392876672687,0.789523023046772,0.5464119638754986,0.35260737299082456
30669,0.7509235229731615,0.619001271211477,0.18993716588202064,0.5678100179292096,0.7528311222811281,0.17204768091569334,0.25302222008545106,0.9900571890281883,0.2853684347999445,0.12058517620844333,0.6112106327127189,0.42379556394542195,0.029413089720002224,0.053855713206244105
22450,0.29927856046287493,0.07259678875663872,0.02798613981093252,0.7684241957891127,0.43508302520806647,0.9093551989340047,0.23334687519777636,0.9938995830299212,0.9450403439087754,0.6605360277395189,0.01969784544822173,0.023788625407522603,0.9471730451876865,0.12162927374868845
21635,0.6627969840939043,0.7087132984399582,0.9129502576740965,0.08699060447708053,0.8464121466060719,0.014651990273073293,0.7216526033862983,0.5959014514170442,0.1757503482263838,0.5944553872592868,0.08179765368522941,0.09780524401908294,0.3341654444218938,0.4630579604467375
26068,0.9977233344962828,0.35910171425633264,0.22836646840987632,0.6544820560008549,0.22427272981976235,0.9284086922705488,0.7118667097755048,0.9822871594181458,0.019019731858477062,0.8291758631032772,0.0427543089448692,0.7384791552313938,0.9779949184390009,0.7886855500665142
8365,0.9798656248744813,0.37970754590123523,0.012612237049050045,0.13509070937133083,0.7560068881113441,0.9684414077446766,0.13084971021370304,0.3605706248897409,0.7222206883144332,0.1249857208863939,0.32620190728709203,0.37017936514640176,0.9850150626999862,0.7253220585347262
8135,0.6394350803036176,0.7409978493672987,0.3867624679090413,0.8292237498589649,0.47962472872103273,0.4030406958366155,0.4630087836518021,0.41810380015174653,0.7621636526320961,0.4767463067969743,0.6434087842964838,0.3415103158218936,0.054427358098803585,0.8714507055463642
20084,0.6930106375335037,0.4736574344422897,0.02817055663646634,0.4967298746685314,0.8940524628173455,0.5573719079205023,0.4302094940165875,0.5646124964606267,0.669954857075557,0.3021132117598574,0.987983323526458,0.8278557753445991,0.47588409029847356,0.031212264370093296
22969,0.49455141988008794,0.07484682659713471,0.8650582417500705,0.06565980796256166,0.9703223948856112,0.7107237097213567,0.5957975681177012,0.5492145047951872,0.21996610609715686,0.21123554044030637,0.4030148998838001,0.21109342560268915,0.8346480531393629,0.18970891381369162
21069,0.9009950112612293,0.6376251665571523,0.9351723887870138,0.22921798522460574,0.776160342156691,0.12552758321635957,0.40277825176951676,0.8369994513112728,0.01611607243062295,0.6620293847859567,0.6672737161954829,0.536861794090686,0.8233077573296691,0.0363117734235712
28986,0.4210400854390393,0.9484175428885746,0.9932008898727992,0.9591867982698933,0.04177577272800415,0.15626065251581864,0.3442732595193682,0.8097014303853942,0.9918978594014584,0.3600181157046017,0.38649794947865884,0.5563060545912938,0.6251186139329343,0.12025262133519404
15807,0.28267169266263115,0.48796250539442376,0.734894778469888,0.6143789625528013,0.052670330479904125,0.8851116762463163,0.9995563181769563,0.7971770597529776,0.32030337155219735,0.13672633886664384,0.474893494329624,0.0608361377084052,0.672661875245966,0.09910541566581048
3209,0.6412366111402131,0.9371927046835205,0.7385380093762761,0.7367925559994277,0.4114679925365639,0.009741160446267697,0.8950527624426212,0.8486400178154768,0.4905659657196434,0.7322923900231917,0.7429410704082883,0.7265276539019908,0.7639179373967134,0.7446030384244795
18508,0.9261628898896014,0.992725741515588,0.0842526962362732,0.6155926801351844,0.05231984771828548,0.252131878948393,0.3225713267913838,0.8584312298468764,0.07822494529013073,0.1337928841625529,0.7221336784912697,0.9346005949012836,0.5581662695010093,0.33535177510041614
20523,0.6310016834737553,0.9113656925114371,0.3990658674110605,0.915024381632887,0.4392997650285519,0.9694822052333784,0.05292831414584106,0.12018823724175054,0.9247036477851847,0.7182964763114004,0.16264906148794536,0.41871243123045165,0.9397455631713408,0.10189667642073925
14446,0.2681277394900792,0.41760187574161467,0.12034083521538992,0.47618833733673294,0.00561934514267445,0.8317194300769166,0.9801949483808938,0.3852338369432795,0.10404781534229171,0.14803915638395101,0.10099584589277628,0.9629280306713814,0.9048517516227368,0.9265947018249424
26570,0.597660825183923,0.6296309830583591,0.22478166717775414,0.20532514195665694,0.9337671800147532,0.7374822424690994,0.6371839534921956,0.8996403910964403,0.4619698894318932,0.44869992308715306,0.20055507475149578,0.812850784868575,0.01848355461041374,0.29866741925424845
22888,0.10547440329009064,0.976993666612601,0.36541513304062223,0.6683573913186996,0.024343340735713093,0.9753102157824795,0.3024474903355747,0.0717027357235709,0.3108521784412952,0.5739312696003106,0.33804254917017884,0.6724284224271504,0.9054451015983043,0.5316495420517818
18246,0.779713797213059,0.17692946962739867,0.9656617154043694,0.0018183534730355844,0.8050399234213115,0.15982094888451887,0.855364781048141,0.19211443354586347,0.8582634877567786,0.9219006543863366,0.31866573119620745,0.1530048081197491,0.4497970569206834,0.6799447320182163
21393,0.9157520969306341,0.7557294480684418,0.6662097681241403,0.022353011816398802,0.6198614231474874,0.814596228262721,0.617020024261805,0.009678101600057824,0.6825604142571281,0.32079677488850267,0.9058320733740773,0.9776100160716723,0.11810484222192535,0.7843491570595974
14428,0.8328809833765312,0.1300440532228258,0.897611776725972,0.01299048942793894,0.47256236045908645,0.5619946272351731,0.8347748108568858,0.8882898217519961,0.9405393378855196,0.03551647763309221,0.47556668834866994,0.3198292813415319,0.13085117260370546,0.22788724551723222
30426,0.7447108552837881,0.03127568514475483,0.33073409248657454,0.41713382698596485,0.11723332547796073,0.8926447860940248,0.4886434563193204,0.620058429229501,0.22248442347671796,0.17230926014953787,0.03568147510832986,0.05845557611686034,0.37141222482080294,0.6378141774191486
7901,0.405966552798132,0.9794177870745323,0.7246973442700833,0.6094588703190127,0.9247222805881534,0.5060988591353356,0.535882674158419,0.7366422189703337,0.5313468360009221,0.6396879634870961,0.3559371648337827,0.14733592037066884,0.8907154055206645,0.9605899011070275
18173,0.7611873800279451,0.0827477503020677,0.7761165498514404,0.2541020387355409,0.8743521189698646,0.9758688518176305,0.9848274270766265,0.566937319017116,0.9972430413913186,0.5386603445590269,0.023435242280468026,0.7600520248430169,0.8376267640514888,0.3309002438202928
16494,0.620632107886944,0.5391374750026046,0.35826034687622665,0.95617842271227,0.289201807342083,0.5564164748687783,0.223448277868156,0.9101757367742038,0.3115074698434905,0.5464557697564905,0.9643570366205511,0.8959091710524647,0.2595393785421813,0.5031025130021611
14335,0.911937513785268,0.8635565916405634,0.03706898648751301,0.05156609709821284,0.6154065198771022,0.9872443243584003,0.9058294789131878,0.10319846226211216,0.8047186206214384,0.5693635446156857,0.96505936653644,0.593816226102944,0.792202112841278,0.4436484985379375
